ID;EVENT;TIME;COST;PATH;LENGTH;SERVICES;CHOSEN
U_B28;DEPARTURE;06:33:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B50;DEPARTURE;06:33:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B769;DEPARTURE;06:33:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M19;DEPARTURE;06:33:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M909;DEPARTURE;06:33:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B847;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B891;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M304;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B494;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B274;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M438;DEPARTURE;06:34:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M666;DEPARTURE;06:35:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M299;DEPARTURE;06:35:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B645;DEPARTURE;06:35:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M544;DEPARTURE;06:35:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M25;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M226;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M517;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M361;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M204;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M11;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B555;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B782;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M321;DEPARTURE;06:36:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B957;DEPARTURE;06:37:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M788;DEPARTURE;06:37:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B944;DEPARTURE;06:37:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B13;DEPARTURE;06:37:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M989;DEPARTURE;06:37:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M328;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B673;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B138;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M707;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M394;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M256;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B580;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M503;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B919;DEPARTURE;06:38:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M758;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M775;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B163;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M565;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M168;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M774;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B614;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B484;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M320;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B862;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B678;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B310;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B602;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M130;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B403;DEPARTURE;06:39:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B907;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M573;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M924;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B726;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M786;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M443;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B632;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M327;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M556;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M733;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B557;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B814;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M372;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B350;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B550;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B759;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M282;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M482;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B156;DEPARTURE;06:40:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B279;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M173;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B373;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B574;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M680;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B987;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M661;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M346;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B997;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M514;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B566;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M97;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B896;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B723;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M4;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B355;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B428;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B603;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M555;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M764;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M163;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M402;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B639;DEPARTURE;06:41:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M948;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B918;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M929;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B275;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M560;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M745;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B406;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B611;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B990;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B241;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B201;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M689;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M22;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B801;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B686;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B285;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M980;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M747;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B870;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M242;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B19;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M667;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M196;DEPARTURE;06:42:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M777;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M639;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B206;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B332;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B696;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B509;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B395;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B643;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M824;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B53;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M523;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M681;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M505;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B867;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B437;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B558;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B358;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M920;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M629;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M217;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M165;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M477;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B121;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B352;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M613;DEPARTURE;06:43:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M582;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B72;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B949;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_B83;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M796;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
U_M307;DEPARTURE;06:44:00.00;790.7170294494238;ORIGIN_0 METRO_SO METRO_S2 METRO_S4 DESTINATION_1;3000.0;WALK METRO WALK;1
